site_i_enzyme,site_ii_enzyme,site_iii_enzyme,site_i_ovhg,site_ii_ovhg,site_iii_ovhg,pGEX-4T-1_compatible,pMAL-c5X_compatible,pET-21a(+)_compatible,pET-28a(+)_compatible,pET-28a(+)_start_codon_compatible,pCold_I_compatible,pUC18_compatible,pQE-3_compatible
KpnI,AgeI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,AgeI,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
KpnI,AgeI,BseRI,4,-4,2,True,True,True,True,True,True,True,False
KpnI,AgeI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,AgeI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
KpnI,AgeI,BspMI,4,-4,-4,False,False,True,True,True,True,True,True
KpnI,AgeI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,AscI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,AscI,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
KpnI,AscI,BseRI,4,-4,2,True,True,True,True,True,True,True,False
KpnI,AscI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,AscI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
KpnI,AscI,BspMI,4,-4,-4,False,False,True,True,True,True,True,True
KpnI,AscI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,AvrII,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,AvrII,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
KpnI,AvrII,BseRI,4,-4,2,True,True,True,True,True,True,True,False
KpnI,AvrII,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,AvrII,BsmI,4,-4,2,True,False,True,False,False,False,True,False
KpnI,AvrII,BspMI,4,-4,-4,False,False,True,True,True,True,True,True
KpnI,AvrII,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,BclI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,BclI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,BclI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,BclI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,BclI,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
KpnI,BglII,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,BglII,BseRI,4,-4,2,True,False,False,False,False,True,True,False
KpnI,BglII,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,BglII,BsmI,4,-4,2,True,False,False,False,False,False,True,False
KpnI,BglII,BspMI,4,-4,-4,False,False,False,False,False,True,True,True
KpnI,BglII,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,BsiWI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,BsiWI,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
KpnI,BsiWI,BseRI,4,-4,2,True,False,True,True,True,True,True,False
KpnI,BsiWI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,BsiWI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
KpnI,BsiWI,BspMI,4,-4,-4,False,False,True,True,True,True,True,True
KpnI,BsiWI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,BspEI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,BspEI,BseRI,4,-4,2,True,False,False,False,False,True,True,False
KpnI,BspEI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,BspEI,BsmI,4,-4,2,True,False,False,False,False,False,True,False
KpnI,BspEI,BspMI,4,-4,-4,False,False,False,False,False,True,True,False
KpnI,BspEI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,BsrGI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,BsrGI,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
KpnI,BsrGI,BseRI,4,-4,2,True,True,True,True,True,True,True,False
KpnI,BsrGI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,BsrGI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
KpnI,BsrGI,BspMI,4,-4,-4,False,False,True,True,True,True,True,True
KpnI,BsrGI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,BssHII,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,BssHII,BseRI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,BssHII,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,BssHII,BsmI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,BssHII,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
KpnI,EcoRI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,EcoRI,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
KpnI,EcoRI,BseRI,4,-4,2,True,True,True,True,True,True,True,False
KpnI,EcoRI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,EcoRI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
KpnI,EcoRI,BspMI,4,-4,-4,False,False,True,True,True,True,True,False
KpnI,EcoRI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,HindIII,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,HindIII,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
KpnI,HindIII,BseRI,4,-4,2,True,True,True,True,True,True,True,False
KpnI,HindIII,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,HindIII,BsmI,4,-4,2,True,False,True,False,False,False,True,False
KpnI,HindIII,BspMI,4,-4,-4,False,False,True,True,True,True,True,True
KpnI,HindIII,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,MluI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,MluI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,MluI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,MluI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,MluI,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
KpnI,NcoI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,NcoI,BsaI,4,-4,-4,False,False,False,False,True,False,False,False
KpnI,NcoI,BseRI,4,-4,2,True,True,True,False,True,True,True,False
KpnI,NcoI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,NcoI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
KpnI,NcoI,BspMI,4,-4,-4,False,False,True,False,True,True,True,False
KpnI,NcoI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,NheI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,NheI,BsaI,4,-4,-4,False,False,False,False,True,False,False,False
KpnI,NheI,BseRI,4,-4,2,True,True,True,False,True,False,True,False
KpnI,NheI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,NheI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
KpnI,NheI,BspMI,4,-4,-4,False,False,True,False,True,False,True,False
KpnI,NotI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,NotI,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
KpnI,NotI,BseRI,4,-4,2,True,True,True,True,True,True,True,False
KpnI,NotI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,NotI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
KpnI,NotI,BspMI,4,-4,-4,False,False,True,True,True,True,True,True
KpnI,NotI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,PacI,BbsI,4,2,-4,False,False,False,False,False,False,True,False
KpnI,PacI,BsaI,4,2,-4,False,False,False,True,True,False,False,False
KpnI,PacI,BseRI,4,2,2,True,True,True,True,True,True,True,False
KpnI,PacI,BsgI,4,2,2,False,False,False,False,False,False,True,True
KpnI,PacI,BsmI,4,2,2,True,False,True,False,False,False,True,False
KpnI,PacI,BspMI,4,2,-4,False,False,True,True,True,True,True,True
KpnI,PacI,SapI,4,2,-3,False,False,False,False,False,True,False,False
KpnI,PciI,BseRI,4,-4,2,False,False,False,False,False,True,False,False
KpnI,PciI,BspMI,4,-4,-4,False,False,False,False,False,True,False,False
KpnI,PciI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,PspOMI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,PspOMI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,PspOMI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,PspOMI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,PspOMI,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
KpnI,SacII,BbsI,4,2,-4,False,False,False,False,False,False,True,False
KpnI,SacII,BsaI,4,2,-4,False,False,False,True,True,False,False,False
KpnI,SacII,BseRI,4,2,2,True,True,True,True,True,True,True,False
KpnI,SacII,BsgI,4,2,2,False,False,False,False,False,False,True,True
KpnI,SacII,BsmI,4,2,2,True,False,True,False,False,False,True,False
KpnI,SacII,BspMI,4,2,-4,False,False,True,True,True,True,True,True
KpnI,SacII,SapI,4,2,-3,False,False,False,False,False,True,False,False
KpnI,SalI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,SalI,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
KpnI,SalI,BseRI,4,-4,2,True,True,True,True,True,True,True,False
KpnI,SalI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,SalI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
KpnI,SalI,BspMI,4,-4,-4,False,False,True,True,True,True,True,True
KpnI,SalI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,SpeI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,SpeI,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
KpnI,SpeI,BseRI,4,-4,2,True,True,True,True,True,True,True,False
KpnI,SpeI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
KpnI,SpeI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
KpnI,SpeI,BspMI,4,-4,-4,False,False,True,True,True,True,True,True
KpnI,SpeI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,XbaI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,XbaI,BseRI,4,-4,2,True,True,False,False,False,True,True,False
KpnI,XbaI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,XbaI,BsmI,4,-4,2,True,False,False,False,False,False,True,False
KpnI,XbaI,BspMI,4,-4,-4,False,False,False,False,False,True,True,False
KpnI,XbaI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
KpnI,XhoI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
KpnI,XhoI,BsaI,4,-4,-4,False,False,False,True,True,False,False,False
KpnI,XhoI,BseRI,4,-4,2,True,True,True,True,True,True,True,False
KpnI,XhoI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
KpnI,XhoI,BsmI,4,-4,2,True,False,True,False,False,False,True,False
KpnI,XhoI,BspMI,4,-4,-4,False,False,True,True,True,True,True,False
KpnI,XhoI,SapI,4,-4,-3,False,False,False,False,False,True,False,False
MluI,AflII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,AflII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,AflII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
MluI,AflII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,AflII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
MluI,AgeI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,AgeI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,AgeI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
MluI,AgeI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,AgeI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
MluI,AscI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,AscI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,AscI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
MluI,AscI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,AscI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
MluI,AvrII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,AvrII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,AvrII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
MluI,AvrII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,AvrII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
MluI,BclI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,BclI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,BclI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
MluI,BclI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,BclI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
MluI,BglII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,BglII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,BglII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
MluI,BglII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,BglII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
MluI,BsiWI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,BsiWI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,BsiWI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
MluI,BsiWI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,BsiWI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
MluI,BspEI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,BspEI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,BspEI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,BspEI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,BspEI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,BsrGI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,BsrGI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,BsrGI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
MluI,BsrGI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,BsrGI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
MluI,BssHII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,BssHII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,BssHII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
MluI,BssHII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,BssHII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
MluI,EcoRI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,EcoRI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,EcoRI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,EcoRI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,EcoRI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,HindIII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,HindIII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,HindIII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
MluI,HindIII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,HindIII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
MluI,MluI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,MluI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,MluI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
MluI,MluI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,MluI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
MluI,NcoI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,NcoI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,NcoI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,NcoI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,NcoI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,NheI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
MluI,NheI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
MluI,NheI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
