site_i_enzyme,site_ii_enzyme,site_iii_enzyme,site_i_ovhg,site_ii_ovhg,site_iii_ovhg,pGEX-4T-1_compatible,pMAL-c5X_compatible,pET-21a(+)_compatible,pET-28a(+)_compatible,pET-28a(+)_start_codon_compatible,pCold_I_compatible,pUC18_compatible,pQE-3_compatible
AflII,HindIII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AflII,HindIII,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AflII,HindIII,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AflII,HindIII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AflII,HindIII,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AflII,HindIII,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AflII,HindIII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AflII,MluI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AflII,MluI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
AflII,MluI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AflII,MluI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
AflII,MluI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
AflII,NcoI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AflII,NcoI,BsaI,-4,-4,-4,False,False,False,False,True,False,False,False
AflII,NcoI,BseRI,-4,-4,2,True,True,True,False,True,True,True,False
AflII,NcoI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
AflII,NcoI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AflII,NcoI,BspMI,-4,-4,-4,False,False,True,False,True,True,True,False
AflII,NcoI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AflII,NheI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AflII,NheI,BsaI,-4,-4,-4,False,False,False,False,True,False,False,False
AflII,NheI,BseRI,-4,-4,2,True,True,True,False,True,False,True,False
AflII,NheI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
AflII,NheI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AflII,NheI,BspMI,-4,-4,-4,False,False,True,False,True,False,True,False
AflII,NotI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AflII,NotI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AflII,NotI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AflII,NotI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AflII,NotI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AflII,NotI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AflII,NotI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AflII,PacI,BbsI,-4,2,-4,False,False,False,False,False,False,True,False
AflII,PacI,BsaI,-4,2,-4,False,False,False,True,True,False,False,False
AflII,PacI,BseRI,-4,2,2,True,True,True,True,True,True,True,False
AflII,PacI,BsgI,-4,2,2,False,False,False,False,False,False,True,True
AflII,PacI,BsmI,-4,2,2,True,False,True,False,False,False,True,False
AflII,PacI,BspMI,-4,2,-4,False,False,True,True,True,True,True,True
AflII,PacI,SapI,-4,2,-3,False,False,False,False,False,True,False,False
AflII,PciI,BseRI,-4,-4,2,False,False,False,False,False,True,False,False
AflII,PciI,BspMI,-4,-4,-4,False,False,False,False,False,True,False,False
AflII,PciI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AflII,PspOMI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AflII,PspOMI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
AflII,PspOMI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AflII,PspOMI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
AflII,PspOMI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
AflII,SacII,BbsI,-4,2,-4,False,False,False,False,False,False,True,False
AflII,SacII,BsaI,-4,2,-4,False,False,False,True,True,False,False,False
AflII,SacII,BseRI,-4,2,2,True,True,True,True,True,True,True,False
AflII,SacII,BsgI,-4,2,2,False,False,False,False,False,False,True,True
AflII,SacII,BsmI,-4,2,2,True,False,True,False,False,False,True,False
AflII,SacII,BspMI,-4,2,-4,False,False,True,True,True,True,True,True
AflII,SacII,SapI,-4,2,-3,False,False,False,False,False,True,False,False
AflII,SalI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AflII,SalI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AflII,SalI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AflII,SalI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AflII,SalI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AflII,SalI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AflII,SalI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AflII,SpeI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AflII,SpeI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AflII,SpeI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AflII,SpeI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AflII,SpeI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AflII,SpeI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AflII,SpeI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AflII,XbaI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AflII,XbaI,BseRI,-4,-4,2,True,True,False,False,False,True,True,False
AflII,XbaI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
AflII,XbaI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
AflII,XbaI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
AflII,XbaI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AflII,XhoI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AflII,XhoI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AflII,XhoI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AflII,XhoI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
AflII,XhoI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AflII,XhoI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,False
AflII,XhoI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,AflII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,AflII,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AgeI,AflII,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AgeI,AflII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,AflII,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,AflII,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AgeI,AflII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,AgeI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,AgeI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AgeI,AgeI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AgeI,AgeI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,AgeI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,AgeI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AgeI,AgeI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,AscI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,AscI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AgeI,AscI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AgeI,AscI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,AscI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,AscI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AgeI,AscI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,AvrII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,AvrII,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AgeI,AvrII,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AgeI,AvrII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,AvrII,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,AvrII,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AgeI,AvrII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,BclI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,BclI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,BclI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,BclI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,BclI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
AgeI,BglII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,BglII,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
AgeI,BglII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,BglII,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
AgeI,BglII,BspMI,-4,-4,-4,False,False,False,False,False,True,True,True
AgeI,BglII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,BsiWI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,BsiWI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AgeI,BsiWI,BseRI,-4,-4,2,True,False,True,True,True,True,True,False
AgeI,BsiWI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,BsiWI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,BsiWI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AgeI,BsiWI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,BspEI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,BspEI,BseRI,-4,-4,2,True,False,False,False,False,True,True,False
AgeI,BspEI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,BspEI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
AgeI,BspEI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
AgeI,BspEI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,BsrGI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,BsrGI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AgeI,BsrGI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AgeI,BsrGI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,BsrGI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,BsrGI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AgeI,BsrGI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,BssHII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,BssHII,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,BssHII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,BssHII,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,BssHII,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
AgeI,EcoRI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,EcoRI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AgeI,EcoRI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AgeI,EcoRI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,EcoRI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,EcoRI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,False
AgeI,EcoRI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,HindIII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,HindIII,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AgeI,HindIII,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AgeI,HindIII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,HindIII,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,HindIII,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AgeI,HindIII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,MluI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,MluI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,MluI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,MluI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,MluI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
AgeI,NcoI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,NcoI,BsaI,-4,-4,-4,False,False,False,False,True,False,False,False
AgeI,NcoI,BseRI,-4,-4,2,True,True,True,False,True,True,True,False
AgeI,NcoI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,NcoI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,NcoI,BspMI,-4,-4,-4,False,False,True,False,True,True,True,False
AgeI,NcoI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,NheI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,NheI,BsaI,-4,-4,-4,False,False,False,False,True,False,False,False
AgeI,NheI,BseRI,-4,-4,2,True,True,True,False,True,False,True,False
AgeI,NheI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,NheI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,NheI,BspMI,-4,-4,-4,False,False,True,False,True,False,True,False
AgeI,NotI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,NotI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AgeI,NotI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AgeI,NotI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,NotI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,NotI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AgeI,NotI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,PacI,BbsI,-4,2,-4,False,False,False,False,False,False,True,False
AgeI,PacI,BsaI,-4,2,-4,False,False,False,True,True,False,False,False
AgeI,PacI,BseRI,-4,2,2,True,True,True,True,True,True,True,False
AgeI,PacI,BsgI,-4,2,2,False,False,False,False,False,False,True,True
AgeI,PacI,BsmI,-4,2,2,True,False,True,False,False,False,True,False
AgeI,PacI,BspMI,-4,2,-4,False,False,True,True,True,True,True,True
AgeI,PacI,SapI,-4,2,-3,False,False,False,False,False,True,False,False
AgeI,PciI,BseRI,-4,-4,2,False,False,False,False,False,True,False,False
AgeI,PciI,BspMI,-4,-4,-4,False,False,False,False,False,True,False,False
AgeI,PciI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,PspOMI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,PspOMI,BseRI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,PspOMI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,PspOMI,BsmI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,PspOMI,BspMI,-4,-4,-4,False,False,False,False,False,False,True,True
AgeI,SacII,BbsI,-4,2,-4,False,False,False,False,False,False,True,False
AgeI,SacII,BsaI,-4,2,-4,False,False,False,True,True,False,False,False
AgeI,SacII,BseRI,-4,2,2,True,True,True,True,True,True,True,False
AgeI,SacII,BsgI,-4,2,2,False,False,False,False,False,False,True,True
AgeI,SacII,BsmI,-4,2,2,True,False,True,False,False,False,True,False
AgeI,SacII,BspMI,-4,2,-4,False,False,True,True,True,True,True,True
AgeI,SacII,SapI,-4,2,-3,False,False,False,False,False,True,False,False
AgeI,SalI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,SalI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AgeI,SalI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AgeI,SalI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,SalI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,SalI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AgeI,SalI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,SpeI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,SpeI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AgeI,SpeI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AgeI,SpeI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AgeI,SpeI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,SpeI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AgeI,SpeI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,XbaI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,XbaI,BseRI,-4,-4,2,True,True,False,False,False,True,True,False
AgeI,XbaI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,XbaI,BsmI,-4,-4,2,True,False,False,False,False,False,True,False
AgeI,XbaI,BspMI,-4,-4,-4,False,False,False,False,False,True,True,False
AgeI,XbaI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AgeI,XhoI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AgeI,XhoI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AgeI,XhoI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AgeI,XhoI,BsgI,-4,-4,2,False,False,False,False,False,False,True,False
AgeI,XhoI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AgeI,XhoI,BspMI,-4,-4,-4,False,False,True,True,True,True,True,False
AgeI,XhoI,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
ApaI,AflII,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,AflII,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,AflII,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,AflII,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,AflII,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,AgeI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,AgeI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,AgeI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,AgeI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,AgeI,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,AscI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,AscI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,AscI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,AscI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,AscI,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,AvrII,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,AvrII,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,AvrII,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,AvrII,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,AvrII,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,BclI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,BclI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,BclI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,BclI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,BclI,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,BglII,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,BglII,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,BglII,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,BglII,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,BglII,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,BsiWI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,BsiWI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,BsiWI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,BsiWI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,BsiWI,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,BspEI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,BspEI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,BspEI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,BspEI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,BspEI,BspMI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,BsrGI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,BsrGI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,BsrGI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,BsrGI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,BsrGI,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,BssHII,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,BssHII,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,BssHII,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,BssHII,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,BssHII,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,EcoRI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,EcoRI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,EcoRI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,EcoRI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,EcoRI,BspMI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,HindIII,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,HindIII,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,HindIII,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,HindIII,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,HindIII,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,MluI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,MluI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,MluI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,MluI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,MluI,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,NcoI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,NcoI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,NcoI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,NcoI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,NcoI,BspMI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,NheI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,NheI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,NheI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,NheI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,NheI,BspMI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,NotI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,NotI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,NotI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,NotI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,NotI,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,PacI,BbsI,4,2,-4,False,False,False,False,False,False,True,False
ApaI,PacI,BseRI,4,2,2,False,False,False,False,False,False,True,False
ApaI,PacI,BsgI,4,2,2,False,False,False,False,False,False,True,True
ApaI,PacI,BsmI,4,2,2,False,False,False,False,False,False,True,False
ApaI,PacI,BspMI,4,2,-4,False,False,False,False,False,False,True,True
ApaI,PspOMI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,PspOMI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,PspOMI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,PspOMI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,PspOMI,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,SacII,BbsI,4,2,-4,False,False,False,False,False,False,True,False
ApaI,SacII,BseRI,4,2,2,False,False,False,False,False,False,True,False
ApaI,SacII,BsgI,4,2,2,False,False,False,False,False,False,True,True
ApaI,SacII,BsmI,4,2,2,False,False,False,False,False,False,True,False
ApaI,SacII,BspMI,4,2,-4,False,False,False,False,False,False,True,True
ApaI,SalI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,SalI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,SalI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,SalI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,SalI,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,SpeI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,SpeI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,SpeI,BsgI,4,-4,2,False,False,False,False,False,False,True,True
ApaI,SpeI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,SpeI,BspMI,4,-4,-4,False,False,False,False,False,False,True,True
ApaI,XbaI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,XbaI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,XbaI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,XbaI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,XbaI,BspMI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,XhoI,BbsI,4,-4,-4,False,False,False,False,False,False,True,False
ApaI,XhoI,BseRI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,XhoI,BsgI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,XhoI,BsmI,4,-4,2,False,False,False,False,False,False,True,False
ApaI,XhoI,BspMI,4,-4,-4,False,False,False,False,False,False,True,False
AscI,AflII,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AscI,AflII,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AscI,AflII,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AscI,AflII,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AscI,AflII,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
AscI,AflII,BspMI,-4,-4,-4,False,False,True,True,True,True,True,True
AscI,AflII,SapI,-4,-4,-3,False,False,False,False,False,True,False,False
AscI,AgeI,BbsI,-4,-4,-4,False,False,False,False,False,False,True,False
AscI,AgeI,BsaI,-4,-4,-4,False,False,False,True,True,False,False,False
AscI,AgeI,BseRI,-4,-4,2,True,True,True,True,True,True,True,False
AscI,AgeI,BsgI,-4,-4,2,False,False,False,False,False,False,True,True
AscI,AgeI,BsmI,-4,-4,2,True,False,True,False,False,False,True,False
