re1,re2,orthogonality
MauBI,AatII,4
MauBI,HindIII,1
MauBI,SacI,4
MauBI,PvuI,4
MauBI,BstKTI,4
MauBI,RgaI,4
MauBI,PacI,4
MauBI,PciI,1
MauBI,NcoI,1
MauBI,BspHI,1
MauBI,NlaIII,4
MauBI,SphI,4
MauBI,BseYI,1
MauBI,GsaI,4
MauBI,AgeI,1
MauBI,XmaI,1
MauBI,MreI,1
MauBI,KroI,1
MauBI,BspEI,1
MauBI,FseI,4
MauBI,AclI,4
MauBI,HpySE526I,4
MauBI,BspDI,4
MauBI,AciI,4
MauBI,HpaII,4
MauBI,Hin6I,4
MauBI,NarI,4
MauBI,TaqI,4
MauBI,BstBI,4
MauBI,HhaI,4
MauBI,MluI,0
MauBI,MauBI,0
MauBI,BssHII,0
MauBI,AscI,0
MauBI,SpeI,1
MauBI,AvrII,1
MauBI,NheI,1
MauBI,XbaI,1
MauBI,BspOI,4
MauBI,BglII,1
MauBI,BamHI,1
MauBI,BclI,1
MauBI,SacII,4
MauBI,SspDI,1
MauBI,BseX3I,1
MauBI,NotI,1
MauBI,PspOMI,1
MauBI,ApaI,4
MauBI,BsiWI,1
MauBI,Asp718I,1
MauBI,BsrGI,1
MauBI,KpnI,4
MauBI,PshBI,4
MauBI,NdeI,4
MauBI,BfaI,4
MauBI,Csp6I,4
MauBI,MseI,4
MauBI,BbvCI,4
MauBI,AbsI,1
MauBI,SgrDI,1
MauBI,XhoI,1
MauBI,SalI,1
MauBI,ApaLI,1
MauBI,EcoT22I,4
MauBI,SdaI,4
MauBI,PstI,4
MauBI,AflII,1
BssHII,EcoRI,1
BssHII,BauI,1
BssHII,TaiI,4
BssHII,AatII,4
BssHII,HindIII,1
BssHII,SacI,4
BssHII,PvuI,4
BssHII,BstKTI,4
BssHII,RgaI,4
BssHII,PacI,4
BssHII,PciI,1
BssHII,NcoI,1
BssHII,BspHI,1
BssHII,NlaIII,4
BssHII,SphI,4
BssHII,BseYI,1
BssHII,GsaI,4
BssHII,AgeI,1
BssHII,XmaI,1
BssHII,MreI,1
BssHII,KroI,1
BssHII,BspEI,1
BssHII,FseI,4
BssHII,AclI,4
BssHII,HpySE526I,4
BssHII,BspDI,4
BssHII,AciI,4
BssHII,HpaII,4
BssHII,Hin6I,4
BssHII,NarI,4
BssHII,TaqI,4
BssHII,BstBI,4
BssHII,HhaI,4
BssHII,MluI,0
BssHII,MauBI,0
BssHII,BssHII,0
BssHII,AscI,0
BssHII,SpeI,1
BssHII,AvrII,1
BssHII,NheI,1
BssHII,XbaI,1
BssHII,BspOI,4
BssHII,BglII,1
BssHII,BamHI,1
BssHII,BclI,1
BssHII,SacII,4
BssHII,SspDI,1
BssHII,BseX3I,1
BssHII,NotI,1
BssHII,PspOMI,1
BssHII,ApaI,4
BssHII,BsiWI,1
BssHII,Asp718I,1
BssHII,BsrGI,1
BssHII,KpnI,4
BssHII,PshBI,4
BssHII,NdeI,4
BssHII,BfaI,4
BssHII,Csp6I,4
BssHII,MseI,4
BssHII,BbvCI,4
BssHII,AbsI,1
BssHII,SgrDI,1
BssHII,XhoI,1
BssHII,SalI,1
BssHII,ApaLI,1
BssHII,EcoT22I,4
BssHII,SdaI,4
BssHII,PstI,4
BssHII,AflII,1
AscI,EcoRI,1
AscI,BauI,1
AscI,TaiI,4
AscI,AatII,4
AscI,HindIII,1
AscI,SacI,4
AscI,PvuI,4
AscI,BstKTI,4
AscI,RgaI,4
AscI,PacI,4
AscI,PciI,1
AscI,NcoI,1
AscI,BspHI,1
AscI,NlaIII,4
AscI,SphI,4
AscI,BseYI,1
AscI,GsaI,4
AscI,AgeI,1
AscI,XmaI,1
AscI,MreI,1
AscI,KroI,1
AscI,BspEI,1
AscI,FseI,4
AscI,AclI,4
AscI,HpySE526I,4
AscI,BspDI,4
AscI,AciI,4
AscI,HpaII,4
AscI,Hin6I,4
AscI,NarI,4
AscI,TaqI,4
AscI,BstBI,4
AscI,HhaI,4
AscI,MluI,0
AscI,MauBI,0
AscI,BssHII,0
AscI,AscI,0
AscI,SpeI,1
AscI,AvrII,1
AscI,NheI,1
AscI,XbaI,1
AscI,BspOI,4
AscI,BglII,1
AscI,BamHI,1
AscI,BclI,1
AscI,SacII,4
AscI,SspDI,1
AscI,BseX3I,1
AscI,NotI,1
AscI,PspOMI,1
AscI,ApaI,4
AscI,BsiWI,1
AscI,Asp718I,1
AscI,BsrGI,1
AscI,KpnI,4
AscI,PshBI,4
AscI,NdeI,4
AscI,BfaI,4
AscI,Csp6I,4
AscI,MseI,4
AscI,BbvCI,4
AscI,AbsI,1
AscI,SgrDI,1
AscI,XhoI,1
AscI,SalI,1
AscI,ApaLI,1
AscI,EcoT22I,4
AscI,SdaI,4
AscI,PstI,4
AscI,AflII,1
SpeI,EcoRI,1
SpeI,BauI,1
SpeI,TaiI,4
SpeI,AatII,4
SpeI,HindIII,1
SpeI,SacI,4
SpeI,PvuI,4
SpeI,BstKTI,4
SpeI,RgaI,4
SpeI,PacI,4
SpeI,PciI,1
SpeI,NcoI,1
SpeI,BspHI,1
SpeI,NlaIII,4
SpeI,SphI,4
SpeI,BseYI,1
SpeI,GsaI,4
SpeI,AgeI,1
SpeI,XmaI,1
SpeI,MreI,1
SpeI,KroI,1
SpeI,BspEI,1
SpeI,FseI,4
SpeI,AclI,4
SpeI,HpySE526I,4
SpeI,BspDI,4
SpeI,AciI,4
SpeI,HpaII,4
SpeI,Hin6I,4
SpeI,NarI,4
SpeI,TaqI,4
SpeI,BstBI,4
SpeI,HhaI,4
SpeI,MluI,1
SpeI,MauBI,1
SpeI,BssHII,1
SpeI,AscI,1
SpeI,SpeI,0
SpeI,AvrII,0
SpeI,NheI,0
SpeI,XbaI,0
SpeI,BspOI,4
SpeI,BglII,1
SpeI,BamHI,1
SpeI,BclI,1
SpeI,SacII,4
SpeI,SspDI,1
SpeI,BseX3I,1
SpeI,NotI,1
SpeI,PspOMI,1
SpeI,ApaI,4
SpeI,BsiWI,1
SpeI,Asp718I,1
SpeI,BsrGI,1
SpeI,KpnI,4
SpeI,PshBI,4
SpeI,NdeI,4
SpeI,BfaI,4
SpeI,Csp6I,4
SpeI,MseI,4
SpeI,BbvCI,4
SpeI,AbsI,1
SpeI,SgrDI,1
SpeI,XhoI,1
SpeI,SalI,1
SpeI,ApaLI,1
SpeI,EcoT22I,4
SpeI,SdaI,4
SpeI,PstI,4
SpeI,AflII,1
AvrII,EcoRI,1
AvrII,BauI,1
AvrII,TaiI,4
AvrII,AatII,4
AvrII,HindIII,1
AvrII,SacI,4
AvrII,PvuI,4
AvrII,BstKTI,4
AvrII,RgaI,4
AvrII,PacI,4
AvrII,PciI,1
AvrII,NcoI,1
AvrII,BspHI,1
AvrII,NlaIII,4
AvrII,SphI,4
AvrII,BseYI,1
AvrII,GsaI,4
AvrII,AgeI,1
AvrII,XmaI,1
AvrII,MreI,1
AvrII,KroI,1
AvrII,BspEI,1
AvrII,FseI,4
AvrII,AclI,4
AvrII,HpySE526I,4
AvrII,BspDI,4
AvrII,AciI,4
AvrII,HpaII,4
AvrII,Hin6I,4
AvrII,NarI,4
AvrII,TaqI,4
AvrII,BstBI,4
AvrII,HhaI,4
AvrII,MluI,1
AvrII,MauBI,1
AvrII,BssHII,1
AvrII,AscI,1
AvrII,SpeI,0
AvrII,AvrII,0
AvrII,NheI,0
AvrII,XbaI,0
AvrII,BspOI,4
AvrII,BglII,1
AvrII,BamHI,1
AvrII,BclI,1
AvrII,SacII,4
AvrII,SspDI,1
AvrII,BseX3I,1
AvrII,NotI,1
AvrII,PspOMI,1
AvrII,ApaI,4
AvrII,BsiWI,1
AvrII,Asp718I,1
AvrII,BsrGI,1
AvrII,KpnI,4
AvrII,PshBI,4
AvrII,NdeI,4
AvrII,BfaI,4
AvrII,Csp6I,4
AvrII,MseI,4
AvrII,BbvCI,4
AvrII,AbsI,1
AvrII,SgrDI,1
AvrII,XhoI,1
AvrII,SalI,1
AvrII,ApaLI,1
AvrII,EcoT22I,4
AvrII,SdaI,4
AvrII,PstI,4
AvrII,AflII,1
NheI,EcoRI,1
NheI,BauI,1
NheI,TaiI,4
NheI,AatII,4
NheI,HindIII,1
NheI,SacI,4
NheI,PvuI,4
NheI,BstKTI,4
NheI,RgaI,4
NheI,PacI,4
NheI,PciI,1
NheI,NcoI,1
NheI,BspHI,1
NheI,NlaIII,4
NheI,SphI,4
NheI,BseYI,1
NheI,GsaI,4
NheI,AgeI,1
NheI,XmaI,1
NheI,MreI,1
NheI,KroI,1
NheI,BspEI,1
NheI,FseI,4
NheI,AclI,4
NheI,HpySE526I,4
NheI,BspDI,4
NheI,AciI,4
NheI,HpaII,4
NheI,Hin6I,4
NheI,NarI,4
NheI,TaqI,4
NheI,BstBI,4
NheI,HhaI,4
NheI,MluI,1
NheI,MauBI,1
NheI,BssHII,1
NheI,AscI,1
NheI,SpeI,0
NheI,AvrII,0
NheI,NheI,0
NheI,XbaI,0
NheI,BspOI,4
NheI,BglII,1
NheI,BamHI,1
NheI,BclI,1
NheI,SacII,4
NheI,SspDI,1
NheI,BseX3I,1
NheI,NotI,1
NheI,PspOMI,1
NheI,ApaI,4
NheI,BsiWI,1
NheI,Asp718I,1
NheI,BsrGI,1
NheI,KpnI,4
NheI,PshBI,4
NheI,NdeI,4
NheI,BfaI,4
NheI,Csp6I,4
NheI,MseI,4
NheI,BbvCI,4
NheI,AbsI,1
NheI,SgrDI,1
NheI,XhoI,1
NheI,SalI,1
NheI,ApaLI,1
NheI,EcoT22I,4
NheI,SdaI,4
NheI,PstI,4
NheI,AflII,1
XbaI,EcoRI,1
XbaI,BauI,1
XbaI,TaiI,4
XbaI,AatII,4
XbaI,HindIII,1
XbaI,SacI,4
XbaI,PvuI,4
XbaI,BstKTI,4
XbaI,RgaI,4
XbaI,PacI,4
XbaI,PciI,1
XbaI,NcoI,1
XbaI,BspHI,1
XbaI,NlaIII,4
XbaI,SphI,4
XbaI,BseYI,1
XbaI,GsaI,4
XbaI,AgeI,1
XbaI,XmaI,1
XbaI,MreI,1
XbaI,KroI,1
XbaI,BspEI,1
XbaI,FseI,4
XbaI,AclI,4
XbaI,HpySE526I,4
XbaI,BspDI,4
XbaI,AciI,4
XbaI,HpaII,4
XbaI,Hin6I,4
XbaI,NarI,4
XbaI,TaqI,4
XbaI,BstBI,4
XbaI,HhaI,4
XbaI,MluI,1
XbaI,MauBI,1
XbaI,BssHII,1
XbaI,AscI,1
XbaI,SpeI,0
XbaI,AvrII,0
XbaI,NheI,0
XbaI,XbaI,0
XbaI,BspOI,4
XbaI,BglII,1
XbaI,BamHI,1
XbaI,BclI,1
XbaI,SacII,4
XbaI,SspDI,1
XbaI,BseX3I,1
XbaI,NotI,1
XbaI,PspOMI,1
XbaI,ApaI,4
XbaI,BsiWI,1
XbaI,Asp718I,1
XbaI,BsrGI,1
XbaI,KpnI,4
XbaI,PshBI,4
XbaI,NdeI,4
XbaI,BfaI,4
XbaI,Csp6I,4
XbaI,MseI,4
XbaI,BbvCI,4
XbaI,AbsI,1
XbaI,SgrDI,1
XbaI,XhoI,1
XbaI,SalI,1
XbaI,ApaLI,1
XbaI,EcoT22I,4
XbaI,SdaI,4
XbaI,PstI,4
XbaI,AflII,1
BspOI,EcoRI,4
BspOI,BauI,4
BspOI,TaiI,1
BspOI,AatII,1
BspOI,HindIII,4
BspOI,SacI,1
BspOI,PvuI,4
BspOI,BstKTI,4
BspOI,RgaI,4
BspOI,PacI,4
BspOI,PciI,4
BspOI,NcoI,4
BspOI,BspHI,4
BspOI,NlaIII,1
BspOI,SphI,1
BspOI,BseYI,4
BspOI,GsaI,1
BspOI,AgeI,4
BspOI,XmaI,4
BspOI,MreI,4
BspOI,KroI,4
BspOI,BspEI,4
BspOI,FseI,1
BspOI,AclI,4
BspOI,HpySE526I,4
BspOI,BspDI,4
BspOI,AciI,4
BspOI,HpaII,4
BspOI,Hin6I,4
BspOI,NarI,4
BspOI,TaqI,4
BspOI,BstBI,4
BspOI,HhaI,4
BspOI,MluI,4
BspOI,MauBI,4
BspOI,BssHII,4
BspOI,AscI,4
BspOI,SpeI,4
BspOI,AvrII,4
BspOI,NheI,4
BspOI,XbaI,4
BspOI,BspOI,0
BspOI,BglII,4
BspOI,BamHI,4
BspOI,BclI,4
BspOI,SacII,4
BspOI,SspDI,4
BspOI,BseX3I,4
BspOI,NotI,4
BspOI,PspOMI,4
BspOI,ApaI,1
BspOI,BsiWI,4
BspOI,Asp718I,4
BspOI,BsrGI,4
BspOI,KpnI,1
BspOI,PshBI,4
BspOI,NdeI,4
BspOI,BfaI,4
BspOI,Csp6I,4
BspOI,MseI,4
BspOI,BbvCI,4
BspOI,AbsI,4
BspOI,SgrDI,4
BspOI,XhoI,4
BspOI,SalI,4
BspOI,ApaLI,4
BspOI,EcoT22I,1
BspOI,SdaI,1
BspOI,PstI,1
BspOI,AflII,4
BglII,EcoRI,1
BglII,BauI,1
BglII,TaiI,4
BglII,AatII,4
BglII,HindIII,1
BglII,SacI,4
BglII,PvuI,4
BglII,BstKTI,4
BglII,RgaI,4
BglII,PacI,4
BglII,PciI,1
BglII,NcoI,1
BglII,BspHI,1
BglII,NlaIII,4
BglII,SphI,4
BglII,BseYI,1
BglII,GsaI,4
BglII,AgeI,1
BglII,XmaI,1
BglII,MreI,1
BglII,KroI,1
BglII,BspEI,1
BglII,FseI,4
BglII,AclI,4
BglII,HpySE526I,4
BglII,BspDI,4
BglII,AciI,4
BglII,HpaII,4
BglII,Hin6I,4
BglII,NarI,4
BglII,TaqI,4
BglII,BstBI,4
BglII,HhaI,4
BglII,MluI,1
BglII,MauBI,1
BglII,BssHII,1
BglII,AscI,1
BglII,SpeI,1
BglII,AvrII,1
BglII,NheI,1
BglII,XbaI,1
BglII,BspOI,4
BglII,BglII,0
BglII,BamHI,0
BglII,BclI,0
BglII,SacII,4
BglII,SspDI,1
BglII,BseX3I,1
BglII,NotI,1
BglII,PspOMI,1
BglII,ApaI,4
BglII,BsiWI,1
BglII,Asp718I,1
BglII,BsrGI,1
BglII,KpnI,4
BglII,PshBI,4
BglII,NdeI,4
BglII,BfaI,4
BglII,Csp6I,4
BglII,MseI,4
BglII,BbvCI,4
BglII,AbsI,1
BglII,SgrDI,1
BglII,XhoI,1
BglII,SalI,1
BglII,ApaLI,1
BglII,EcoT22I,4
BglII,SdaI,4
BglII,PstI,4
BglII,AflII,1
BamHI,EcoRI,1
BamHI,BauI,1
BamHI,TaiI,4
BamHI,AatII,4
BamHI,HindIII,1
BamHI,SacI,4
BamHI,PvuI,4
BamHI,BstKTI,4
BamHI,RgaI,4
BamHI,PacI,4
BamHI,PciI,1
BamHI,NcoI,1
BamHI,BspHI,1
BamHI,NlaIII,4
BamHI,SphI,4
BamHI,BseYI,1
BamHI,GsaI,4
BamHI,AgeI,1
BamHI,XmaI,1
BamHI,MreI,1
BamHI,KroI,1
BamHI,BspEI,1
BamHI,FseI,4
BamHI,AclI,4
BamHI,HpySE526I,4
BamHI,BspDI,4
BamHI,AciI,4
BamHI,HpaII,4
BamHI,Hin6I,4
BamHI,NarI,4
BamHI,TaqI,4
BamHI,BstBI,4
BamHI,HhaI,4
BamHI,MluI,1
BamHI,MauBI,1
BamHI,BssHII,1
BamHI,AscI,1
BamHI,SpeI,1
BamHI,AvrII,1
BamHI,NheI,1
BamHI,XbaI,1
BamHI,BspOI,4
BamHI,BglII,0
BamHI,BamHI,0
BamHI,BclI,0
BamHI,SacII,4
BamHI,SspDI,1
BamHI,BseX3I,1
BamHI,NotI,1
BamHI,PspOMI,1
BamHI,ApaI,4
BamHI,BsiWI,1
BamHI,Asp718I,1
BamHI,BsrGI,1
BamHI,KpnI,4
BamHI,PshBI,4
BamHI,NdeI,4
BamHI,BfaI,4
BamHI,Csp6I,4
BamHI,MseI,4
BamHI,BbvCI,4
BamHI,AbsI,1
BamHI,SgrDI,1
BamHI,XhoI,1
BamHI,SalI,1
BamHI,ApaLI,1
BamHI,EcoT22I,4
BamHI,SdaI,4
BamHI,PstI,4
BamHI,AflII,1
BclI,EcoRI,1
BclI,BauI,1
BclI,TaiI,4
BclI,AatII,4
BclI,HindIII,1
BclI,SacI,4
BclI,PvuI,4
BclI,BstKTI,4
BclI,RgaI,4
BclI,PacI,4
BclI,PciI,1
BclI,NcoI,1
BclI,BspHI,1
BclI,NlaIII,4
BclI,SphI,4
BclI,BseYI,1
BclI,GsaI,4
BclI,AgeI,1
BclI,XmaI,1
BclI,MreI,1
BclI,KroI,1
BclI,BspEI,1
BclI,FseI,4
BclI,AclI,4
BclI,HpySE526I,4
BclI,BspDI,4
BclI,AciI,4
BclI,HpaII,4
BclI,Hin6I,4
BclI,NarI,4
BclI,TaqI,4
BclI,BstBI,4
BclI,HhaI,4
BclI,MluI,1
BclI,MauBI,1
BclI,BssHII,1
BclI,AscI,1
BclI,SpeI,1
BclI,AvrII,1
BclI,NheI,1
BclI,XbaI,1
BclI,BspOI,4
BclI,BglII,0
BclI,BamHI,0
BclI,BclI,0
BclI,SacII,4
BclI,SspDI,1
BclI,BseX3I,1
BclI,NotI,1
BclI,PspOMI,1
BclI,ApaI,4
BclI,BsiWI,1
BclI,Asp718I,1
BclI,BsrGI,1
BclI,KpnI,4
BclI,PshBI,4
BclI,NdeI,4
BclI,BfaI,4
BclI,Csp6I,4
BclI,MseI,4
BclI,BbvCI,4
BclI,AbsI,1
BclI,SgrDI,1
BclI,XhoI,1
BclI,SalI,1
BclI,ApaLI,1
BclI,EcoT22I,4
BclI,SdaI,4
BclI,PstI,4
BclI,AflII,1
SacII,EcoRI,4
SacII,BauI,4
SacII,TaiI,4
SacII,AatII,4
SacII,HindIII,4
SacII,SacI,4
SacII,PvuI,1
SacII,BstKTI,1
SacII,RgaI,1
SacII,PacI,1
SacII,PciI,4
SacII,NcoI,4
SacII,BspHI,4
SacII,NlaIII,4
SacII,SphI,4
SacII,BseYI,4
SacII,GsaI,4
SacII,AgeI,4
SacII,XmaI,4
SacII,MreI,4
SacII,KroI,4
SacII,BspEI,4
SacII,FseI,4
SacII,AclI,4
SacII,HpySE526I,4
SacII,BspDI,4
SacII,AciI,4
SacII,HpaII,4
SacII,Hin6I,4
SacII,NarI,4
SacII,TaqI,4
SacII,BstBI,4
SacII,HhaI,1
SacII,MluI,4
SacII,MauBI,4
SacII,BssHII,4
SacII,AscI,4
SacII,SpeI,4
SacII,AvrII,4
SacII,NheI,4
SacII,XbaI,4
SacII,BspOI,4
SacII,BglII,4
SacII,BamHI,4
SacII,BclI,4
SacII,SacII,0
SacII,SspDI,4
SacII,BseX3I,4
SacII,NotI,4
SacII,PspOMI,4
SacII,ApaI,4
SacII,BsiWI,4
SacII,Asp718I,4
SacII,BsrGI,4
SacII,KpnI,4
SacII,PshBI,4
SacII,NdeI,4
SacII,BfaI,4
SacII,Csp6I,4
SacII,MseI,4
SacII,BbvCI,4
SacII,AbsI,4
SacII,SgrDI,4
SacII,XhoI,4
SacII,SalI,4
SacII,ApaLI,4
SacII,EcoT22I,4
SacII,SdaI,4
SacII,PstI,4
SacII,AflII,4
SspDI,EcoRI,1
SspDI,BauI,1
SspDI,TaiI,4
SspDI,AatII,4
SspDI,HindIII,1
SspDI,SacI,4
SspDI,PvuI,4
SspDI,BstKTI,4
SspDI,RgaI,4
SspDI,PacI,4
SspDI,PciI,1
SspDI,NcoI,1
SspDI,BspHI,1
SspDI,NlaIII,4
SspDI,SphI,4
SspDI,BseYI,1
SspDI,GsaI,4
SspDI,AgeI,1
SspDI,XmaI,1
SspDI,MreI,1
SspDI,KroI,1
SspDI,BspEI,1
SspDI,FseI,4
SspDI,AclI,4
SspDI,HpySE526I,4
SspDI,BspDI,4
SspDI,AciI,4
SspDI,HpaII,4
SspDI,Hin6I,4
SspDI,NarI,4
SspDI,TaqI,4
SspDI,BstBI,4
SspDI,HhaI,4
SspDI,MluI,1
SspDI,MauBI,1
SspDI,BssHII,1
SspDI,AscI,1
SspDI,SpeI,1
SspDI,AvrII,1
SspDI,NheI,1
SspDI,XbaI,1
SspDI,BspOI,4
SspDI,BglII,1
SspDI,BamHI,1
SspDI,BclI,1
SspDI,SacII,4
SspDI,SspDI,0
SspDI,BseX3I,1
SspDI,NotI,1
SspDI,PspOMI,1
SspDI,ApaI,4
SspDI,BsiWI,1
SspDI,Asp718I,1
SspDI,BsrGI,1
SspDI,KpnI,4
SspDI,PshBI,4
SspDI,NdeI,4
SspDI,BfaI,4
SspDI,Csp6I,4
SspDI,MseI,4
SspDI,BbvCI,4
SspDI,AbsI,1
SspDI,SgrDI,1
SspDI,XhoI,1
SspDI,SalI,1
SspDI,ApaLI,1
SspDI,EcoT22I,4
SspDI,SdaI,4
SspDI,PstI,4
SspDI,AflII,1
BseX3I,EcoRI,1
BseX3I,BauI,1
BseX3I,TaiI,4
BseX3I,AatII,4
BseX3I,HindIII,1
BseX3I,SacI,4
BseX3I,PvuI,4
BseX3I,BstKTI,4
BseX3I,RgaI,4
BseX3I,PacI,4
BseX3I,PciI,1
BseX3I,NcoI,1
BseX3I,BspHI,1
BseX3I,NlaIII,4
BseX3I,SphI,4
BseX3I,BseYI,1
BseX3I,GsaI,4
BseX3I,AgeI,1
BseX3I,XmaI,1
BseX3I,MreI,1
BseX3I,KroI,1
BseX3I,BspEI,1
BseX3I,FseI,4
BseX3I,AclI,4
BseX3I,HpySE526I,4
BseX3I,BspDI,4
BseX3I,AciI,4
BseX3I,HpaII,4
BseX3I,Hin6I,4
BseX3I,NarI,4
BseX3I,TaqI,4
BseX3I,BstBI,4
BseX3I,HhaI,4
BseX3I,MluI,1
BseX3I,MauBI,1
BseX3I,BssHII,1
BseX3I,AscI,1
BseX3I,SpeI,1
BseX3I,AvrII,1
BseX3I,NheI,1
BseX3I,XbaI,1
BseX3I,BspOI,4
BseX3I,BglII,1
BseX3I,BamHI,1
BseX3I,BclI,1
BseX3I,SacII,4
BseX3I,SspDI,1
BseX3I,BseX3I,0
BseX3I,NotI,0
BseX3I,PspOMI,0
BseX3I,ApaI,4
BseX3I,BsiWI,1
BseX3I,Asp718I,1
BseX3I,BsrGI,1
BseX3I,KpnI,4
BseX3I,PshBI,4
BseX3I,NdeI,4
BseX3I,BfaI,4
BseX3I,Csp6I,4
BseX3I,MseI,4
BseX3I,BbvCI,4
BseX3I,AbsI,1
BseX3I,SgrDI,1
BseX3I,XhoI,1
BseX3I,SalI,1
BseX3I,ApaLI,1
BseX3I,EcoT22I,4
BseX3I,SdaI,4
BseX3I,PstI,4
BseX3I,AflII,1
NotI,EcoRI,1
NotI,BauI,1
NotI,TaiI,4
NotI,AatII,4
NotI,HindIII,1
NotI,SacI,4
NotI,PvuI,4
NotI,BstKTI,4
NotI,RgaI,4
NotI,PacI,4
NotI,PciI,1
NotI,NcoI,1
NotI,BspHI,1
NotI,NlaIII,4
NotI,SphI,4
NotI,BseYI,1
NotI,GsaI,4
NotI,AgeI,1
NotI,XmaI,1
NotI,MreI,1
NotI,KroI,1
NotI,BspEI,1
NotI,FseI,4
NotI,AclI,4
NotI,HpySE526I,4
NotI,BspDI,4
NotI,AciI,4
NotI,HpaII,4
NotI,Hin6I,4
NotI,NarI,4
NotI,TaqI,4
NotI,BstBI,4
NotI,HhaI,4
NotI,MluI,1
NotI,MauBI,1
NotI,BssHII,1
NotI,AscI,1
NotI,SpeI,1
NotI,AvrII,1
NotI,NheI,1
NotI,XbaI,1
NotI,BspOI,4
NotI,BglII,1
NotI,BamHI,1
NotI,BclI,1
NotI,SacII,4
NotI,SspDI,1
NotI,BseX3I,0
NotI,NotI,0
NotI,PspOMI,0
NotI,ApaI,4
NotI,BsiWI,1
NotI,Asp718I,1
NotI,BsrGI,1
NotI,KpnI,4
NotI,PshBI,4
NotI,NdeI,4
NotI,BfaI,4
NotI,Csp6I,4
NotI,MseI,4
NotI,BbvCI,4
NotI,AbsI,1
NotI,SgrDI,1
NotI,XhoI,1
NotI,SalI,1
NotI,ApaLI,1
NotI,EcoT22I,4
NotI,SdaI,4
NotI,PstI,4
NotI,AflII,1
PspOMI,EcoRI,1
PspOMI,BauI,1
PspOMI,TaiI,4
PspOMI,AatII,4
PspOMI,HindIII,1
PspOMI,SacI,4
PspOMI,PvuI,4
PspOMI,BstKTI,4
PspOMI,RgaI,4
PspOMI,PacI,4
PspOMI,PciI,1
PspOMI,NcoI,1
PspOMI,BspHI,1
PspOMI,NlaIII,4
PspOMI,SphI,4
PspOMI,BseYI,1
PspOMI,GsaI,4
PspOMI,AgeI,1
PspOMI,XmaI,1
PspOMI,MreI,1
PspOMI,KroI,1
PspOMI,BspEI,1
PspOMI,FseI,4
PspOMI,AclI,4
PspOMI,HpySE526I,4
PspOMI,BspDI,4
PspOMI,AciI,4
PspOMI,HpaII,4
PspOMI,Hin6I,4
PspOMI,NarI,4
PspOMI,TaqI,4
PspOMI,BstBI,4
PspOMI,HhaI,4
PspOMI,MluI,1
PspOMI,MauBI,1
PspOMI,BssHII,1
PspOMI,AscI,1
PspOMI,SpeI,1
PspOMI,AvrII,1
PspOMI,NheI,1
PspOMI,XbaI,1
PspOMI,BspOI,4
PspOMI,BglII,1
PspOMI,BamHI,1
PspOMI,BclI,1
PspOMI,SacII,4
PspOMI,SspDI,1
PspOMI,BseX3I,0
PspOMI,NotI,0
PspOMI,PspOMI,0
PspOMI,ApaI,4
PspOMI,BsiWI,1
PspOMI,Asp718I,1
PspOMI,BsrGI,1
PspOMI,KpnI,4
PspOMI,PshBI,4
PspOMI,NdeI,4
PspOMI,BfaI,4
PspOMI,Csp6I,4
PspOMI,MseI,4
PspOMI,BbvCI,4
PspOMI,AbsI,1
PspOMI,SgrDI,1
PspOMI,XhoI,1
PspOMI,SalI,1
PspOMI,ApaLI,1
PspOMI,EcoT22I,4
PspOMI,SdaI,4
PspOMI,PstI,4
PspOMI,AflII,1
ApaI,EcoRI,4
ApaI,BauI,4
ApaI,TaiI,1
ApaI,AatII,1
ApaI,HindIII,4
ApaI,SacI,1
ApaI,PvuI,4
ApaI,BstKTI,4
ApaI,RgaI,4
ApaI,PacI,4
ApaI,PciI,4
ApaI,NcoI,4
ApaI,BspHI,4
ApaI,NlaIII,1
ApaI,SphI,1
ApaI,BseYI,4
ApaI,GsaI,1
ApaI,AgeI,4
ApaI,XmaI,4
ApaI,MreI,4
ApaI,KroI,4
ApaI,BspEI,4
ApaI,FseI,1
ApaI,AclI,4
ApaI,HpySE526I,4
ApaI,BspDI,4
ApaI,AciI,4
ApaI,HpaII,4
ApaI,Hin6I,4
ApaI,NarI,4
ApaI,TaqI,4
ApaI,BstBI,4
ApaI,HhaI,4
ApaI,MluI,4
ApaI,MauBI,4
ApaI,BssHII,4
ApaI,AscI,4
ApaI,SpeI,4
ApaI,AvrII,4
ApaI,NheI,4
ApaI,XbaI,4
ApaI,BspOI,1
ApaI,BglII,4
ApaI,BamHI,4
ApaI,BclI,4
ApaI,SacII,4
ApaI,SspDI,4
ApaI,BseX3I,4
ApaI,NotI,4
ApaI,PspOMI,4
ApaI,ApaI,0
ApaI,BsiWI,4
ApaI,Asp718I,4
ApaI,BsrGI,4
ApaI,KpnI,1
ApaI,PshBI,4
ApaI,NdeI,4
ApaI,BfaI,4
ApaI,Csp6I,4
ApaI,MseI,4
ApaI,BbvCI,4
ApaI,AbsI,4
ApaI,SgrDI,4
ApaI,XhoI,4
ApaI,SalI,4
ApaI,ApaLI,4
ApaI,EcoT22I,1
ApaI,SdaI,1
ApaI,PstI,1
ApaI,AflII,4
BsiWI,EcoRI,1
BsiWI,BauI,1
BsiWI,TaiI,4
BsiWI,AatII,4
BsiWI,HindIII,1
BsiWI,SacI,4
BsiWI,PvuI,4
BsiWI,BstKTI,4
BsiWI,RgaI,4
