re1,re2,orthogonality
SdaI,AclI,4
SdaI,HpySE526I,4
SdaI,BspDI,4
SdaI,AciI,4
SdaI,HpaII,4
SdaI,Hin6I,4
SdaI,NarI,4
SdaI,TaqI,4
SdaI,BstBI,4
SdaI,HhaI,4
SdaI,MluI,4
SdaI,MauBI,4
SdaI,BssHII,4
SdaI,AscI,4
SdaI,SpeI,4
SdaI,AvrII,4
SdaI,NheI,4
SdaI,XbaI,4
SdaI,BspOI,1
SdaI,BglII,4
SdaI,BamHI,4
SdaI,BclI,4
SdaI,SacII,4
SdaI,SspDI,4
SdaI,BseX3I,4
SdaI,NotI,4
SdaI,PspOMI,4
SdaI,ApaI,1
SdaI,BsiWI,4
SdaI,Asp718I,4
SdaI,BsrGI,4
SdaI,KpnI,1
SdaI,PshBI,4
SdaI,NdeI,4
SdaI,BfaI,4
SdaI,Csp6I,4
SdaI,MseI,4
SdaI,BbvCI,4
SdaI,AbsI,4
SdaI,SgrDI,4
SdaI,XhoI,4
SdaI,SalI,4
SdaI,ApaLI,4
SdaI,EcoT22I,0
SdaI,SdaI,0
SdaI,PstI,0
SdaI,AflII,4
PstI,EcoRI,4
PstI,BauI,4
PstI,TaiI,1
PstI,AatII,1
PstI,HindIII,4
PstI,SacI,1
PstI,PvuI,4
PstI,BstKTI,4
PstI,RgaI,4
PstI,PacI,4
PstI,PciI,4
PstI,NcoI,4
PstI,BspHI,4
PstI,NlaIII,1
PstI,SphI,1
PstI,BseYI,4
PstI,GsaI,1
PstI,AgeI,4
PstI,XmaI,4
PstI,MreI,4
PstI,KroI,4
PstI,BspEI,4
PstI,FseI,1
PstI,AclI,4
PstI,HpySE526I,4
PstI,BspDI,4
PstI,AciI,4
PstI,HpaII,4
PstI,Hin6I,4
PstI,NarI,4
PstI,TaqI,4
PstI,BstBI,4
PstI,HhaI,4
PstI,MluI,4
PstI,MauBI,4
PstI,BssHII,4
PstI,AscI,4
PstI,SpeI,4
PstI,AvrII,4
PstI,NheI,4
PstI,XbaI,4
PstI,BspOI,1
PstI,BglII,4
PstI,BamHI,4
PstI,BclI,4
PstI,SacII,4
PstI,SspDI,4
PstI,BseX3I,4
PstI,NotI,4
PstI,PspOMI,4
PstI,ApaI,1
PstI,BsiWI,4
PstI,Asp718I,4
PstI,BsrGI,4
PstI,KpnI,1
PstI,PshBI,4
PstI,NdeI,4
PstI,BfaI,4
PstI,Csp6I,4
PstI,MseI,4
PstI,BbvCI,4
PstI,AbsI,4
PstI,SgrDI,4
PstI,XhoI,4
PstI,SalI,4
PstI,ApaLI,4
PstI,EcoT22I,0
PstI,SdaI,0
PstI,PstI,0
PstI,AflII,4
AflII,EcoRI,1
AflII,BauI,1
AflII,TaiI,4
AflII,AatII,4
AflII,HindIII,1
AflII,SacI,4
AflII,PvuI,4
AflII,BstKTI,4
AflII,RgaI,4
AflII,PacI,4
AflII,PciI,1
AflII,NcoI,1
AflII,BspHI,1
AflII,NlaIII,4
AflII,SphI,4
AflII,BseYI,1
AflII,GsaI,4
AflII,AgeI,1
AflII,XmaI,1
AflII,MreI,1
AflII,KroI,1
AflII,BspEI,1
AflII,FseI,4
AflII,AclI,4
AflII,HpySE526I,4
AflII,BspDI,4
AflII,AciI,4
AflII,HpaII,4
AflII,Hin6I,4
AflII,NarI,4
AflII,TaqI,4
AflII,BstBI,4
AflII,HhaI,4
AflII,MluI,1
AflII,MauBI,1
AflII,BssHII,1
AflII,AscI,1
AflII,SpeI,1
AflII,AvrII,1
AflII,NheI,1
AflII,XbaI,1
AflII,BspOI,4
AflII,BglII,1
AflII,BamHI,1
AflII,BclI,1
AflII,SacII,4
AflII,SspDI,1
AflII,BseX3I,1
AflII,NotI,1
AflII,PspOMI,1
AflII,ApaI,4
AflII,BsiWI,1
AflII,Asp718I,1
AflII,BsrGI,1
AflII,KpnI,4
AflII,PshBI,4
AflII,NdeI,4
AflII,BfaI,4
AflII,Csp6I,4
AflII,MseI,4
AflII,BbvCI,4
AflII,AbsI,1
AflII,SgrDI,1
AflII,XhoI,1
AflII,SalI,1
AflII,ApaLI,1
AflII,EcoT22I,4
AflII,SdaI,4
AflII,PstI,4
AflII,AflII,0
